URL;Codigo_FincaRaiz;Tipo_Inmueble;Estado;Precio_Venta;Administracion;Ubicacion;Estrato;Area_Metros;Area_Construida;Area_Privada;Habitaciones;Banos;Parqueaderos;Antiguedad;Piso_Nro;Cantidad_Pisos;Comodidades;Descripcion;Latitud;Longitud
https://www.fincaraiz.com.co/apartamento-en-venta-en-alcala-bogota/192797721;192797721;Apartamento;Usado;315000000;66000,0;Puente aranda, Bogotá, d.c. | El tejar, Bogotá, d.c.;3;48;;48,0;3;2;;1 a 8 años;5,0;3,0;Baño Auxiliar, Calentador, Cocina Integral, Colegios / Universidades, Duplex, Instalación de gas, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona de lavandería, Zona Residencial;Aren In vende exclusivo apartamento dúplex en venta, iluminado, estratégicamente ubicado en un quinto piso, sin ascensor. Situado en una vibrante zona comercial con excelentes vías de acceso y múltiples opciones de transporte, este inmueble representa una oportunidad inmejorable para quienes buscan comodidad y dinamismo urbano. Para mayor información, comunicarse con la asesora Nancy Montengero, a los siguientes números de contacto: ***y ***;4,6030377;-74,1286695
https://www.fincaraiz.com.co/apartamento-en-venta-en-los-cerezos-bogota/192794956;192794956;Apartamento;Usado;290000000;105000,0;Engativá, Bogotá, d.c.;3;63;;;3;2;1,0;1 a 8 años;4,0;1,0;Balcón, Cerca centro comercial, Closet, Cocina Integral, Instalación de gas, Piso en Baldosa /  Mármol, Trans. Público cercano, Vista panorámica, Área Urbana;APARTAMENTO EN VENTA Código Bienco 120212. Se vende Hermoso apartamento de 64 m² cuenta con 3 habitaciones con closet, 2 baños con divisiones de vidrio, Cocina integral a gas, con Balcón, Zona de Ropas, Pisos en porcelanato, parqueadero propio, vista exterior, sin ascensor. Excelente ubicación por la avenida Cali.;4,7079341;-74,0984524
https://www.fincaraiz.com.co/apartamento-en-venta-en-santander-sur-bogota/191431814;191431814;Apartamento;Usado;295000000;375000,0;Antonio nariño, Bogotá, d.c. | Santander sur, Bogotá, d.c.;3;67;67,0;67,0;2;2;;1 a 8 años;1,0;1,0;Ascensor, Barra estilo americano, Baño Auxiliar, Calentador, Canchas Deportivas, Circuito cerrado de TV, Instalación de gas, Parqueadero Visitantes, Parques cercanos, Planta Eléctrica, Portería / Recepción, Salón Comunal;VENTA APARTAMENTO ALTOS 29 CLUB HOUSE. Ubicado en el Barrio Santander Sur, Con Buenas Vias de Acceso (Av. Cra. 30, Av. 1 de mayo, Cra. 27 y Autopista Sur).Cerca a Centro Comercial Centro Mayor, Parque Villa Mayor, Parque Santander, Teatro Villa Mayor, Colegio Nuestra Señora de la Paz, Parroquia Nuestra Señora de La Paz.El Apartamento cuenta con Vista Exterior, Iluminado, Pisos en Madera Laminada, Consta de 3 Habitaciones, 2 Baños, Estudio, Cocina Tipo Americana, Zona de Lavanderia, Sala Comedor, NO TIENE PARQUEADERO.El Conjunto Cuenta con Areas Sociales Como: Zonas Humedas, Gimnasio, Terraza BBQ, Pista para Trotar, Parquedero de Visitantes y Salon Social.  CITA PREVIA.;4,5896296;-74,1143837
https://www.fincaraiz.com.co/apartamento-en-venta-en-el-tintal-bogota/193270784;193270784;Apartamento;Usado;349000000;214944,0;Kennedy, Bogotá, d.c. | Tintala, Bogotá, d.c.;3;61;61,0;61,0;3;2;1,0;1 a 8 años;4,0;12,0;Ascensor, Balcón, Barra estilo americano, Baño Auxiliar, Calentador, Canchas Deportivas, Instalación de gas, Parques cercanos, Piscina, Piso en Baldosa /  Mármol, Portería / Recepción, Salón Comunal;Descubre este elegante apartamento en venta, en el exclusivo Conjunto Residencial aragon de castilla reservado, ubicado en uno de los sectores de mayor desarrollo y valorización del occidente de Bogota , ofrece un diseño moderno y funcional, ideal para quienes buscan calidad de vida en la ciudad, apartamento  de tres habitaciones amplias, 2 baños, cocina equipada y una bonita e iluminada zona social. Este luminoso apartamento destaca por sus acabados de alta calidad, cada detalle ha sido cuidadosamente seleccionado para ofrecer un ambiente de lujo y confort Una excelente inversión y incluyendo parqueadero cubierto.;4,6556576;-74,1547126
https://www.fincaraiz.com.co/apartamento-en-venta-en-la-candelaria-bogota/193284638;193284638;Apartamento;Usado;329000000;310000,0;Santafe, Bogotá, d.c. | Egipto, Bogotá, d.c.;2;50;50,0;45,0;2;2;;1 a 8 años;2,0;1,0;;Se vende apartamento de 50 m² en La Candelaria, completamente amoblado y equipado, ideal tanto para vivienda como para inversión Airbnb. Ubicado en el corazón del centro histórico de Bogotá, cerca de universidades, museos, restaurantes, cafés y transporte público.El apartamento cuenta con 2 habitaciones, 2 baños completos, cocina equipada, lavadora, internet y cámara de seguridad en la entrada. No incluye parqueadero, pero ofrece excelente distribución y luz natural en todos los ambientes.Actualmente, el apartamento está operando como Airbnb con ingreso promedio de USD 930/mes durante los últimos seis meses, demostrando flujo de caja inmediato y rentabilidad comprobable. Se entrega con todos los muebles, electrodomésticos y equipamiento incluidos, listo para seguir operando o para alquiler a largo plazo.Esta propiedad representa una oportunidad única para inversionistas que buscan una vivienda rentable desde el primer día, sin necesidad de remodelar ni amoblar. Además, se encuentra en una zona con alta demanda turística y estudiantil, lo que asegura buena ocupación y estabilidad de ingresos.Precio competitivo frente a otros apartamentos, lo que la convierte en una opción estratégica para quienes buscan rentabilidad inmediata. Se entrega con documentación al día y disponible para visitas mediante cita previa.Características principales:-Área: 50 m²-2 habitaciones-2 baños completos-Sin parqueadero-Totalmente amoblado-Cocina equipada y lavadora-cámara de seguridad-Operación Airbnb comprobable (USD 930/mes promedio últimos 6 meses)Ubicación estratégica:-Corazón de La Candelaria-Cercano a universidades, museos, restaurantes, cafés y transporte público-Alta demanda para alquileres cortos y larga duraciónEsta propiedad es perfecta para inversionistas que buscan retorno inmediato y seguridad, o para quienes desean vivir en el centro histórico de Bogotá con comodidad, seguridad y estilo.Interesados pueden contactarme vía WhatsApp al ***o por correo a anagibethchoconta@gmail.com para más detalles y agendar visita.;4,5930092;-74,0736715
https://www.fincaraiz.com.co/apartamento-en-venta-en-antonio-granados-bogota/192985550;192985550;Apartamento;Usado;329500000;296500,0;Suba, Bogotá, d.c. | Antonio Granados, Bogotá, d.c.;3;72;;67,0;3;2;1,0;1 a 8 años;10,0;1,0;Ascensor, Calentador, Circuito cerrado de TV, Citófono, Colegios / Universidades, Depósito / Bodega, Planta Eléctrica, Portería / Recepción, Salón Comunal, Salón de Juegos, Supermercados / C.Comerciales, Trans. Público cercano;"Venta de excelente apartamento esquinero con muy buena iluminación; 3 alcobas (con espacio para cama doble cada una), 2 baños, cocina integral, sala comedor y espacio para estudio, piso laminado y  puerta de seguridad.  Parqueadero cubierto y depósito enchapado.";4,7385181;-74,0916906
https://www.fincaraiz.com.co/apartamento-en-venta-en-engativa-bogota/192449726;192449726;Apartamento;Usado;330000000;;La granja, Bogotá, d.c.;3;65;;65,0;3;2;1,0;1 a 8 años;5,0;;Balcón, Barra estilo americano, Calentador, Citófono, Instalación de gas, Parques cercanos, Piso en Baldosa /  Mármol, Trans. Público cercano, Zona de lavandería, Zona Residencial;En Venta Acogedor Apartamento, Ubicado en Engativá, Barrio Soledad Norte en Bogotá, 65 M² con excelentes espacios, moderno e iluminado, Inmejorable Localización Cerca de Las Avenidas Ciudad de Cali, Calle 80 y Calle 68, Quinto piso sin ascensor, Comedor y Sala con Balcón, 3 habitaciones la principal con baño, las otras 2 habitaciones comparten un baño completo, estudio, Cocina integral abierta, área de ropas independiente, 1 parqueadero. El Edificio cuenta con Terraza Social, tanque de reserva y CCTV. Precio $330 Millones Negociables;4,6975171;-74,1026667
https://www.fincaraiz.com.co/apartamento-en-venta-en-la-felicidad-bogota/193369112;193369112;Apartamento;Usado;330000000;193000,0;La felicidad, Bogotá, d.c.;3;45;45,0;45,0;2;2;;1 a 8 años;;;;Área 45 mts, 2 habitaciones principal con baño privado y closet, sala comedor,, cocina integral a gas, 2 baños, zona lavandería,, calentador a gas, no tiene deposito ni garaje, edificio cuenta con ascensor, parques, zona juegos, bbq, salón comunal ***;4,6581288;-74,1257836
https://www.fincaraiz.com.co/apartamento-en-venta-en-lijaca-bogota/193298320;193298320;Apartamento;Usado;340000000;413000,0;Usaquen, Bogotá, d.c. | Verbenal san antonio, Bogotá, d.c.;3;67;67,0;;3;2;1,0;1 a 8 años;3,0;1,0;Ascensor, Balcón, Barra estilo americano, Baño Auxiliar, Citófono, Cocina Integral, Depósito / Bodega, Garaje(s), Hall de Alcobas, Instalación de gas, Parques cercanos, Supermercados / C.Comerciales;Descubra este encantador apartamento en el Edificio 189PLUS (Muy importante tener en cuenta que es Torre No Conjunto Cerrado) de 67 m², estratégicamente ubicado en un tercer piso, que ofrece un estilo de vida moderno y conveniente. Este luminoso hogar cuenta con una distribución de  2 baños completos, 3 confortables habitaciones, una espaciosa sala comedor ideal para el entretenimiento, y una cocina integral que invita a la creatividad culinaria. Disfrute de momentos de relajación en su balcón privado. El edificio, completamente sistematizado, garantiza seguridad y eficiencia, y cuenta con ascensor para su comodidad. Además, la propiedad incluye un parqueadero y un práctico depósito en el sótano. Administración al año presente tiene un costo de $413.000 con pronto pago antes del 10 de cada mes, administración plena $474.600.La ubicación es inmejorable, rodeada de prestigiosos centros comerciales como Santa Fe, Multiplaza 183 y Plaza Norte, así como supermercados D1 y ARA para sus compras diarias. La oferta educativa es excepcional, con colegios de renombre como el Colegio Unión Colombia, el Colegio Aquileo Parra (IED) y el Mutis School a pocos minutos. Para la educación superior, también podrá movilizarse fácilmente a  la Universidad de San Buenaventura (Sede Norte), la Universidad de la Salle (Sede Norte) y la Universidad El Bosque (ubicada más al sur por la Av. Carrera 9). La cercanía a hospitales y clínicas garantiza tranquilidad. Disfrute de la naturaleza en los parques cercanos como Parque Andalucía Usaquén, Parque San Antonio Verbenal y Parque El Verbenal. La conectividad es excelente, con la estación de Transmilenio Calle 187 y paradas de SITP a poca distancia, y fácil acceso a importantes vías como la Avenida Carrera 7, Autopista Norte, Avenida Carrera 9 y Calle 183 (Av. San Antonio). Este apartamento es la combinación perfecta de confort, ubicación y accesibilidad.;4,7662823;-74,0304019
https://www.fincaraiz.com.co/apartamento-en-venta-en-san-andresito-bogota/193527450;193527450;Apartamento;Usado;330000000;;Puente aranda, Bogotá, d.c. | San Andresito, Bogotá, d.c.;3;42;42,0;42,0;2;2;;1 a 8 años;14,0;;Ascensor, Barra estilo americano, Calentador, Cocina Integral, En conjunto cerrado, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Sobre vía principal, Trans. Público cercano, Zona Comercial, Zona Industrial;LINDO APARTAMENTO EN UN PISO 14, CON UNA VISTA HERMOSA. CONSTA DE DOS HABITACIONES CON CLOSET, 2 BAÑOS CON DUCHA, CALENTADOR A GAS, SALA COMEDOR, COCINA INTEGRAL Y SU ZONA DE LAVADO. CUENTA CON PARQUEADERO COMUNAL. EN EL CONJUNTO PROYECTO CENTRIK VIEW UBICADO EN LA CALLE 13 # 38 - 54 TORRE 2 APARTAMENTO 1406.;4,620463;-74,0977595
